ID,AMK
101,0.971133160298186
102,0.97244615321874
103,0.9719212923985217
104,0.971752817099378
105,0.971442035578586
106,0.9709300877181248
107,0.9713695912159556
108,0.9714207374534917
109,0.9722195659730862
110,0.9722171284442628
111,0.9705978929901402
112,0.9724511842997734
113,0.9727912464416703
114,0.9711111783411989
115,0.9712375135268003
116,0.9721363980250519
117,0.971442035578586
118,0.9709300877181248
119,0.971705938761148
120,0.9706286385265354
121,0.10943768054262806
122,0.9712269776103065
123,0.9701295381686206
124,0.9696244592868405
125,0.9704247136029317
126,0.9713695912159556
127,0.12984097580730972
128,0.9709300877181248
129,0.9711107057727282
130,0.10542744072407247
131,0.9713695912159556
132,0.9704247136029317
133,0.9713892011945527
134,0.9711107057727282
135,0.9713695912159556
136,0.9713695912159556
137,0.9697695116685027
138,0.9721409711449772
139,0.9705978929901402
140,0.9715008686369638
141,0.9713061699041821
142,0.9711554505413968
143,0.9713695912159556
144,0.9708022493085483
145,0.9725942413145212
146,0.9718822458124986
147,0.9709310407235707
148,0.9707217093399144
149,0.97030676063393
150,0.970526443311787
151,0.9722014717771746
152,0.9712068823401386
153,0.9725930226498164
154,0.97030676063393
155,0.9725930226498164
156,0.972858501726153
157,0.9718301243025013
158,0.9716692910767217
159,0.9713475918084169
160,0.9726133903962142
161,0.9723602664530778
162,0.9689680801948797
163,0.9699835014859289
164,0.9719901841007792
165,0.9710372520811076
166,0.9714243059620031
167,0.9711874655418341
168,0.9717741371503593
169,0.9714714491114678
170,0.9689680801948797
171,0.9712591191121214
172,0.9707249237562536
173,0.9717969187678096
174,0.9724511842997734
175,0.9637903594078684
176,0.9713695912159556
177,0.9694166980008129
178,0.11021194639764474
179,0.9705978929901402
180,0.9712940462636083
181,0.9704247136029317
182,0.9705978929901402
183,0.9709425780423234
184,0.9702268049893994
185,0.9689680801948797
186,0.9718822458124986
187,0.9694741716444631
188,0.9715086669139015
189,0.9722649323940098
190,0.9710372520811076
191,0.9718822458124986
192,0.9730127292545546
193,0.9647225820183373
194,0.9647225820183373
195,0.9721743954474702
196,0.9714805519720882
197,0.9713835186147147
198,0.9714443360837384
200,0.9700124469001536
202,0.9716892858305214
204,0.9714443360837384
206,0.972473614963983
208,0.9675196273738087
212,0.9723516328644574
213,0.9716039871573754
215,0.9712101205484222
216,0.9698628808276998
217,0.10774730543368484
218,0.9712022580026266
219,0.9714756193531808
220,0.9726945176196202
221,0.10356875175324778
222,0.9719093083059878
224,0.9725633947115263
227,0.968304405859962
228,0.9722353023523761
231,0.971201742462885
232,0.9714015121696303
234,0.9716780971015477
235,0.9695937282112349
236,0.9728294722747873
238,0.9712022580026266
239,0.9709116797799717
240,0.9722755066528774
242,0.972147615755042
243,0.9719527305413603
244,0.9719937768246223
245,0.972147615755042
247,0.9718816462754283
251,0.9721195617170297
256,0.13234808188992211
257,0.9666622850604694
258,0.9717600173754765
259,0.9718699218803575
262,0.9709913820832251
263,0.9708087008704225
264,0.9712008216306871
266,0.971091804545697
267,0.9727912464416703
270,0.966353914202165
271,0.9716631880868624
272,0.9718816462754283
278,0.9721942017237826
279,0.9706477292547182
280,0.9718759897074559
281,0.972473614963983
287,0.9724258986289372
289,0.9714794135586331
290,0.9712059041395672
296,0.9712883345567949
302,0.9709716236548088
307,0.9718380640008077
316,0.9724989808098267
319,0.9716304416277426
320,0.9694887185639802
325,0.9722928624717602
333,0.9721564665410304
345,0.9727371278539425
352,0.9701643730613823
356,0.971703084932587
363,0.9724773904523015
380,0.970903539072172
381,0.9705446139330057
388,0.9727106173996697
392,0.970376122482603
398,0.9728355414209903
413,0.9725791323628645
422,0.9725791323628645
431,0.9723189249868299
455,0.9726485076315893
467,0.9709752798163096
483,0.10774730543368484
485,0.9726647254342932
488,0.9727643986693777
498,0.9710593060174786
503,0.9719906618258554
510,0.9723185227536233
524,0.9726485076315893
543,0.9723711935530223
549,0.9709371019751688
554,0.966353914202165
559,0.9724427487544216
565,0.9725551816322148
567,0.9712574702026562
576,0.9698704714408328
579,0.970912403078519
588,0.9706552637007624
598,0.10212582557603704
599,0.9721284941335295
601,0.9727106173996697
603,0.9721729828392873
628,0.9724774560045291
805,0.9728302200777509
809,0.14559766526585846
816,0.11949897424079875
826,0.9718513038562403
841,0.9716669851238675
847,0.9721940258537486
893,0.9722764602199644
951,0.9721138987362267
952,0.9710854338577575
953,0.9723611719801452
954,0.9722015755506187
955,0.972211548974108
956,0.9723756037893733
957,0.9720707096315732
958,0.9723286750538274
959,0.9724421065469567
960,0.972267838987021
961,0.9723869888042491
962,0.9725039195009835
963,0.9724278995028734
964,0.972391563704382
965,0.9726248929775013
966,0.9726978902353682
967,0.9723746888601117
968,0.9714348234105374
969,0.9726016344402665
970,0.9723746888601117
971,0.9726485076315893
972,0.9695815607719261
973,0.9726485076315893
974,0.9722748567644452
975,0.9717998257390829
976,0.9724511842997734
977,0.9714497484024103
978,0.9718909773905219
979,0.971621538033105
980,0.9725134235034737
981,0.971344872567965
982,0.9718466443020002
983,0.9719525717609836
984,0.971344872567965
985,0.9725506054000356
986,0.9723749160556348
987,0.9718909773905219
988,0.9714868386794379
989,0.9722642520070482
990,0.972230628783989
991,0.9717189337357688
992,0.9718466443020002
