ID,RIF
230,0.9905343
231,0.05918217
232,0.012381586
233,0.9905343
234,0.011338059
235,0.9914711
236,0.9905343
237,0.9895371
238,0.23551722
239,0.9552982
240,0.9905343
241,0.9895371
242,0.98333836
243,0.9905343
244,0.9905343
245,0.98333836
246,0.8959946
247,0.98333836
248,0.98561066
249,0.9905343
250,0.9894052
251,0.01504441
252,0.9905343
253,0.9905343
254,0.9918194
255,0.9894052
256,0.01504441
257,0.12453713
258,0.012620564
259,0.8400291
260,0.98561066
261,0.97589695
262,0.017815217
264,0.98510414
265,0.9937808
266,0.9905343
267,0.9905343
268,0.9905343
269,0.9844915
270,0.12453713
271,0.9895371
272,0.98333836
273,0.9393101
274,0.98561066
275,0.9905343
276,0.9905343
277,0.9905343
278,0.9818087
279,0.96518046
280,0.7084726
281,0.98561066
282,0.9905343
283,0.9905343
284,0.9905343
285,0.9905343
286,0.9393101
287,0.9905343
288,0.9905343
289,0.9937808
290,0.9544328
291,0.9905343
292,0.99231464
293,0.98058254
294,0.9393101
296,0.9894973
297,0.9923374
298,0.9883062
299,0.9894052
300,0.9923374
301,0.9905343
302,0.63504905
303,0.9875174
304,0.98561066
305,0.98561066
306,0.97722226
307,0.99231464
308,0.9905343
309,0.97078514
310,0.9905343
311,0.98561066
312,0.9393101
313,0.98617524
314,0.9923374
315,0.9905343
316,0.9830419
317,0.9918194
318,0.9905343
319,0.8447384
320,0.99142164
321,0.9844915
322,0.9905343
323,0.99231464
324,0.9905343
325,0.9895371
326,0.9905343
327,0.9895371
328,0.9923374
329,0.9923374
330,0.9923374
331,0.9880173
332,0.9918194
333,0.95726174
334,0.9923374
335,0.9905343
336,0.9905343
337,0.9895371
338,0.98561066
339,0.9844915
340,0.9905343
341,0.9905343
342,0.9905343
343,0.9905343
344,0.98561066
345,0.9878933
346,0.9905343
347,0.9923374
348,0.98561066
349,0.9393101
350,0.9393101
351,0.9905343
352,0.8239689
353,0.9905343
354,0.9923374
355,0.9905343
356,0.98333836
357,0.9905343
358,0.978511
359,0.9905343
360,0.9905343
361,0.9923374
362,0.978511
363,0.98561066
364,0.9923374
365,0.978511
366,0.9918194
367,0.9923374
368,0.97722226
369,0.9923374
370,0.9883062
371,0.98561066
372,0.9880173
373,0.98510414
374,0.9905343
375,0.9895371
376,0.9923374
377,0.9905343
378,0.9923374
379,0.9923374
380,0.8485057
381,0.9875174
383,0.9918194
384,0.9912612
385,0.98561066
386,0.9844915
387,0.9905343
388,0.95726174
389,0.98561066
390,0.9923374
391,0.8959946
392,0.24374874
393,0.9856758
394,0.9905343
395,0.98645186
396,0.9905343
397,0.98561066
398,0.9905343
399,0.9905343
400,0.9905343
401,0.9923374
402,0.9905343
403,0.9923374
404,0.9905343
405,0.9905343
406,0.9914711
407,0.9905343
408,0.98510414
409,0.9905343
410,0.9905343
411,0.9905343
412,0.9905343
413,0.8485057
415,0.978689
416,0.9923374
417,0.98561066
418,0.9895371
419,0.98510414
420,0.9844915
421,0.9844915
422,0.8485057
423,0.9923374
424,0.9905343
425,0.9923374
426,0.9875174
427,0.9905343
428,0.9905343
429,0.9923374
430,0.98561066
431,0.9905343
432,0.9875174
433,0.9393101
435,0.9393101
436,0.9790755
437,0.98561066
438,0.945497
439,0.9895371
440,0.9905343
441,0.9923374
442,0.9905343
443,0.9905343
444,0.97589695
445,0.9895371
446,0.9905343
447,0.98561066
448,0.9393101
449,0.9905343
450,0.9905343
451,0.9895371
452,0.9393101
453,0.97078514
454,0.9905343
455,0.9905343
456,0.9895371
457,0.9923374
458,0.9905343
459,0.9905343
460,0.9895371
461,0.9905343
462,0.9905343
463,0.9923374
464,0.98510414
465,0.9905343
466,0.9894973
467,0.9923374
468,0.9895371
469,0.98561066
470,0.9905343
471,0.9844915
472,0.98561066
473,0.9905343
474,0.9923374
475,0.9905343
476,0.9875174
477,0.9905343
478,0.9905343
479,0.9830419
480,0.9905343
481,0.9905343
482,0.9895371
483,0.05369705
484,0.9844915
485,0.98510414
486,0.9905343
487,0.98749834
488,0.9905343
489,0.9905343
490,0.9905343
491,0.9905343
492,0.9905343
493,0.9905343
494,0.9905343
495,0.98561066
496,0.98510414
497,0.9923374
498,0.99278826
499,0.9905343
501,0.9905343
502,0.9830419
503,0.9905343
504,0.9894052
505,0.97722226
506,0.9905343
507,0.9923374
508,0.98561066
509,0.9923374
510,0.99044
511,0.9905343
512,0.9905343
513,0.9923374
514,0.9905343
515,0.9923374
516,0.9905343
517,0.98645186
518,0.9905343
519,0.9905343
520,0.9905343
521,0.9905343
522,0.9905343
523,0.9923374
524,0.9905343
525,0.8959946
526,0.9878933
527,0.9905343
528,0.9905343
529,0.9905343
530,0.98561066
531,0.9844915
532,0.9905343
533,0.9905343
534,0.99231464
535,0.99231464
536,0.9905343
537,0.9905343
538,0.9895371
539,0.9905343
540,0.9894973
541,0.98561066
542,0.9905343
543,0.8695252
544,0.9894052
545,0.99231464
546,0.9844915
547,0.9393101
548,0.9905343
549,0.9393101
550,0.9393101
551,0.9923374
552,0.9830419
553,0.9905343
554,0.12453713
555,0.99231464
556,0.9393101
557,0.9883062
558,0.98510414
559,0.9895371
560,0.9923374
561,0.9895371
562,0.98561066
563,0.9895371
564,0.9923374
565,0.9895371
566,0.96285385
567,0.8522965
568,0.9905343
569,0.9905343
571,0.98561066
572,0.9894973
573,0.9937808
574,0.9844915
575,0.06808618
576,0.89625174
577,0.9912612
578,0.9923374
579,0.9544328
580,0.98510414
581,0.9937808
582,0.9844915
583,0.98561066
584,0.98561066
585,0.9912612
586,0.98561066
587,0.9905343
588,0.9844915
589,0.9905343
590,0.97722226
591,0.9905343
592,0.9923374
593,0.9905343
594,0.9905343
595,0.9905343
596,0.9905343
597,0.9918194
598,0.012381586
599,0.9930363
600,0.9905343
601,0.95726174
602,0.9923374
603,0.9835444
604,0.9910902
605,0.9905343
606,0.98561066
607,0.9844915
609,0.9923374
610,0.9894052
611,0.99231464
612,0.99231464
613,0.99231464
614,0.99231464
615,0.99231464
616,0.99231464
617,0.99231464
618,0.99231464
619,0.99231464
620,0.99231464
621,0.99231464
622,0.99231464
623,0.99231464
624,0.99231464
625,0.99231464
626,0.99231464
627,0.99231464
628,0.41716707
629,0.9923374
630,0.9905343
631,0.987394
632,0.98561066
633,0.98645186
634,0.745163
635,0.8959946
636,0.041005034
637,0.011338802
638,0.8959946
639,0.040487837
640,0.040487837
641,0.040538624
642,0.040487837
643,0.0387727
644,0.98058254
645,0.9905343
646,0.110534616
647,0.01504441
648,0.723921
649,0.110534616
650,0.07821354
651,0.06434256
652,0.040487837
653,0.053163476
654,0.0446529
655,0.047335975
656,0.9905343
657,0.110534616
658,0.07821354
659,0.06434256
660,0.06405973
661,0.058924243
662,0.9905343
663,0.63504905
664,0.19421542
665,0.055902336
666,0.100389674
667,0.24374874
668,0.01504441
669,0.01504441
670,0.011338802
671,0.040487837
672,0.040487837
673,0.82736766
674,0.041005034
675,0.54587954
676,0.058890063
677,0.9905343
678,0.99231464
679,0.9905343
680,0.28978696
681,0.01504441
682,0.8490481
683,0.06434256
684,0.07356566
685,0.6059214
686,0.049926393
687,0.9844915
688,0.9844915
689,0.07356566
690,0.9905343
691,0.9905343
692,0.013780484
693,0.745163
694,0.040487837
695,0.9905343
696,0.8447384
697,0.055902336
698,0.04830577
699,0.98058254
700,0.035419304
701,0.98510414
702,0.048187464
703,0.9393101
704,0.045665395
705,0.9905343
706,0.9905343
707,0.04980433
708,0.24374874
709,0.040487837
710,0.011338802
711,0.013780484
712,0.040487837
713,0.9905343
714,0.013780484
715,0.9905343
716,0.9905343
717,0.17082725
718,0.9905343
719,0.20635264
720,0.012620564
721,0.9905343
722,0.013780484
723,0.6768802
724,0.010382238
725,0.011338802
726,0.040487837
727,0.9905343
728,0.012381586
729,0.110534616
730,0.110534616
731,0.013780484
732,0.7336681
733,0.09724611
734,0.011338802
735,0.011338802
736,0.9905343
737,0.04380732
738,0.01504441
739,0.040487837
740,0.9905343
741,0.06380275
742,0.013780484
743,0.9905343
744,0.012381586
745,0.9905343
746,0.99231464
747,0.01504441
748,0.9905343
749,0.98333836
750,0.011338802
751,0.24503702
752,0.031869117
753,0.040575523
754,0.21818487
755,0.60943925
756,0.013780484
757,0.049488217
758,0.055902336
759,0.9844915
760,0.9308272
761,0.040575523
762,0.013780484
763,0.012381586
764,0.20911719
765,0.06287354
766,0.06434256
767,0.053569935
768,0.011338802
769,0.9905343
770,0.01504441
771,0.9905343
772,0.9905343
773,0.9844915
774,0.040487837
775,0.07821354
776,0.048187464
777,0.048187464
778,0.012620564
779,0.013780484
780,0.5869258
781,0.06808618
782,0.6822425
783,0.9905343
784,0.9905343
785,0.9905343
786,0.9905343
787,0.9905343
788,0.9905343
789,0.9905343
790,0.9905343
791,0.9905343
792,0.9905343
793,0.9905343
794,0.97722226
795,0.9895371
796,0.9910902
797,0.9905343
798,0.9905343
799,0.9905343
800,0.94252425
801,0.9923374
802,0.9941472
803,0.99276674
804,0.94853204
805,0.01504441
806,0.97722226
807,0.95726174
808,0.9892588
809,0.03892785
810,0.9892588
811,0.9895371
812,0.99231464
813,0.99231464
814,0.9905343
815,0.9879291
816,0.01504441
817,0.94814867
818,0.9470718
819,0.95726174
820,0.95726174
821,0.9905343
822,0.9923374
823,0.9937808
824,0.9905343
825,0.9923374
826,0.01504441
827,0.9905343
828,0.9905343
829,0.96518046
830,0.9892588
831,0.94814867
832,0.9905343
833,0.9923374
834,0.9905343
835,0.9937808
836,0.9923374
837,0.95726174
838,0.9905343
839,0.9905343
840,0.9905343
841,0.06958426
842,0.893801
843,0.9912612
844,0.9894052
845,0.97776467
846,0.9905343
847,0.5451916
848,0.94853204
849,0.9905343
850,0.9905343
851,0.9905343
852,0.9905343
853,0.87855154
854,0.9905343
855,0.9844915
856,0.95089746
858,0.9905343
859,0.9923374
860,0.9905343
861,0.9804047
862,0.98510414
863,0.9905343
864,0.9905343
865,0.9923374
866,0.9905343
867,0.9905343
868,0.9895371
869,0.9393101
870,0.91720694
871,0.9894973
872,0.9895371
873,0.96518046
874,0.99231464
875,0.9393101
876,0.9905343
877,0.99231464
878,0.98348236
879,0.9905343
880,0.9905343
881,0.9905343
882,0.9905343
883,0.9895371
884,0.9937808
885,0.9905343
886,0.9905343
887,0.9894973
888,0.9923374
889,0.98510414
890,0.99278826
891,0.9895371
892,0.9905343
893,0.95726174
894,0.97722226
895,0.9905343
896,0.98561066
897,0.9895371
898,0.9905343
899,0.9905343
900,0.9923374
901,0.9905343
902,0.9905343
903,0.9905343
904,0.9905343
905,0.9905343
906,0.9895371
907,0.9895371
908,0.9895371
909,0.9895371
910,0.9895371
911,0.9895371
912,0.9895371
913,0.9895371
914,0.9895371
915,0.9895371
916,0.9895371
917,0.9835444
918,0.9905343
919,0.9905343
920,0.9905343
921,0.9905343
922,0.9905343
923,0.98510414
924,0.95290524
925,0.9905343
926,0.9905343
927,0.9905343
928,0.9878933
929,0.9905343
930,0.9905343
931,0.987394
932,0.9905343
933,0.9905343
934,0.9905343
935,0.9905343
936,0.9905343
937,0.9804047
938,0.9804047
939,0.9804047
940,0.9895371
941,0.9895371
942,0.9895371
943,0.9895371
944,0.9895371
945,0.9895371
946,0.9895371
947,0.9895371
948,0.9895371
949,0.9895371
950,0.9895371
951,0.9912612
952,0.049089316
953,0.9905343
954,0.97619087
955,0.94252425
956,0.055902336
957,0.97078514
958,0.9905343
959,0.9905343
960,0.41716707
961,0.9905343
962,0.9895371
963,0.9905343
964,0.9905343
965,0.98561066
966,0.9895371
967,0.9905343
968,0.98561066
969,0.98510414
970,0.9905343
971,0.9905343
972,0.9468826
973,0.9905343
974,0.94252425
975,0.9937808
976,0.9905343
977,0.9905343
978,0.98561066
979,0.97078514
980,0.9824163
981,0.9622633
982,0.97078514
983,0.8959946
984,0.9622633
985,0.9915035
986,0.94252425
987,0.98561066
988,0.9895371
989,0.95268494
990,0.9905343
991,0.97078514
992,0.97078514
993,0.98561066
994,0.9905343
995,0.9905343
996,0.9923374
997,0.98561066
998,0.9923374
999,0.9905343
1000,0.9923374
